CPU0
P1,1     0      99
P5,1     100      102
P6,1     103      107
P5,2     108      110
P4,1     111      120
P5,3     121      123
P4,2     124      183
P3,1     184      253
P4,3     254      283
P3,2     284      353
P4,4     354      423
P3,3     424      463
P4,5     464      473
P3,4     474      543
P4,6     544      553
P3,5     554      573
P2,1     574      653
P3,6     654      663
P2,2     664      743
P1,2     744      833
P2,3     834      883
P1,3     884      963
P2,4     964      1033
P1,4     1034      1103
P2,5     1104      1143
P1,5     1144      1203
P2,6     1204      1213
P1,6     1214      1223
P7,1     1224      1423
P7,2     1426      1428
